epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,10589.3,1.04898,0.63322,1.11947,0.92746,0.88984,0.93092,0.63364,1.11836,0.57408,1.17052,0.003862,0.003862,0.003862
188,10642.9,1.04164,0.63491,1.11405,0.92974,0.88206,0.92889,0.63333,1.11637,0.57467,1.17039,0.003829,0.003829,0.003829
189,10697.4,1.01693,0.62178,1.10187,0.92957,0.88125,0.92898,0.6356,1.11747,0.57198,1.17069,0.003796,0.003796,0.003796
190,10751.8,1.02822,0.62859,1.11015,0.92261,0.88541,0.92775,0.6329,1.12041,0.57171,1.17296,0.003763,0.003763,0.003763
191,10806.2,1.02545,0.62474,1.10588,0.92538,0.88337,0.9277,0.6317,1.11723,0.5712,1.16958,0.00373,0.00373,0.00373
192,10860.5,1.02204,0.61801,1.10065,0.92309,0.88577,0.92769,0.63188,1.11642,0.56688,1.17016,0.003697,0.003697,0.003697
193,10914.9,1.01788,0.6142,1.10853,0.9266,0.88761,0.92821,0.63335,1.11733,0.56394,1.17273,0.003664,0.003664,0.003664
194,10969.3,1.01887,0.6213,1.10717,0.92622,0.88287,0.92859,0.63303,1.11609,0.56183,1.17197,0.003631,0.003631,0.003631
195,11023.3,1.00817,0.615,1.09796,0.91742,0.89235,0.93082,0.63459,1.11419,0.56102,1.1711,0.003598,0.003598,0.003598
196,11081.6,1.02716,0.62906,1.10705,0.9142,0.89492,0.9286,0.63407,1.1142,0.56173,1.16996,0.003565,0.003565,0.003565
197,11141.7,1.00834,0.61551,1.09988,0.9199,0.89137,0.9287,0.63382,1.11371,0.56301,1.16886,0.003532,0.003532,0.003532
198,11201.2,1.01207,0.60566,1.10335,0.91997,0.88973,0.93083,0.63409,1.11457,0.56344,1.16897,0.003499,0.003499,0.003499
199,11256.3,1.00509,0.61517,1.10405,0.91748,0.89588,0.93052,0.63457,1.11616,0.56108,1.16976,0.003466,0.003466,0.003466
200,11309.7,1.00861,0.61233,1.10108,0.91894,0.89019,0.93076,0.6347,1.11687,0.56282,1.17051,0.003433,0.003433,0.003433
201,11363.8,1.00105,0.61223,1.09999,0.92142,0.88879,0.93041,0.63614,1.11564,0.56533,1.16938,0.0034,0.0034,0.0034
202,11417.8,1.01238,0.61933,1.10234,0.92317,0.88953,0.92982,0.63519,1.11401,0.56502,1.16875,0.003367,0.003367,0.003367
203,11472.7,1.00684,0.60935,1.09598,0.92631,0.88965,0.9313,0.63579,1.11352,0.56377,1.16796,0.003334,0.003334,0.003334
204,11526.3,1.00025,0.60588,1.09534,0.92631,0.89013,0.9322,0.63623,1.11294,0.56532,1.16808,0.003301,0.003301,0.003301
205,11578.8,0.99442,0.60027,1.08915,0.92422,0.89024,0.92938,0.6362,1.11361,0.56339,1.16986,0.003268,0.003268,0.003268
206,11630.4,1.00859,0.60474,1.10134,0.92582,0.89338,0.93072,0.63584,1.11322,0.56246,1.16937,0.003235,0.003235,0.003235
207,11682.1,0.99522,0.60173,1.08671,0.92535,0.89247,0.93158,0.63728,1.11115,0.56048,1.16722,0.003202,0.003202,0.003202
208,11733.6,0.98257,0.5927,1.08632,0.93115,0.88722,0.93281,0.6354,1.11434,0.55975,1.17018,0.003169,0.003169,0.003169
209,11785.2,0.99248,0.59483,1.08636,0.93115,0.88765,0.93238,0.63623,1.11285,0.55901,1.16888,0.003136,0.003136,0.003136
210,11838.4,0.98562,0.58278,1.08253,0.92851,0.89317,0.93301,0.63651,1.11351,0.55985,1.16949,0.003103,0.003103,0.003103
211,11892,0.98476,0.58071,1.0801,0.93061,0.89452,0.93366,0.63724,1.11308,0.55837,1.16932,0.00307,0.00307,0.00307
212,11945.7,0.97309,0.58065,1.08236,0.9318,0.89198,0.93303,0.63688,1.11197,0.55896,1.1691,0.003037,0.003037,0.003037
213,11999.2,0.98428,0.58976,1.08413,0.93297,0.89156,0.93366,0.63639,1.1112,0.55955,1.16927,0.003004,0.003004,0.003004
214,12051.9,0.9808,0.58612,1.08394,0.93008,0.89194,0.93267,0.63533,1.11299,0.56043,1.17042,0.002971,0.002971,0.002971
215,12103.5,0.97988,0.57903,1.07358,0.92867,0.89344,0.93177,0.63531,1.11323,0.55994,1.1713,0.002938,0.002938,0.002938
216,12155.3,0.97267,0.58344,1.07597,0.92725,0.89523,0.93305,0.63629,1.11235,0.55963,1.17102,0.002905,0.002905,0.002905
217,12208.6,0.96595,0.5847,1.07681,0.92604,0.89402,0.93317,0.63708,1.11096,0.56025,1.17046,0.002872,0.002872,0.002872
218,12272.8,0.97868,0.58706,1.08477,0.9292,0.88745,0.93153,0.63677,1.1105,0.56027,1.16934,0.002839,0.002839,0.002839
219,12336.3,0.97585,0.58693,1.08294,0.93384,0.88968,0.93279,0.63577,1.11093,0.56095,1.16997,0.002806,0.002806,0.002806
220,12398.8,0.96716,0.57772,1.07057,0.93292,0.88865,0.93231,0.63625,1.11062,0.55983,1.17014,0.002773,0.002773,0.002773
221,12460,0.96561,0.57323,1.07744,0.92829,0.88923,0.93169,0.636,1.11026,0.56031,1.17001,0.00274,0.00274,0.00274
222,12520.4,0.96867,0.57958,1.07974,0.92218,0.89301,0.93261,0.63727,1.1082,0.55956,1.16899,0.002707,0.002707,0.002707
223,12580.4,0.9713,0.58223,1.07274,0.92747,0.89017,0.93269,0.63813,1.10793,0.55953,1.16856,0.002674,0.002674,0.002674
224,12632.8,0.9489,0.56632,1.06439,0.92867,0.89137,0.93247,0.63837,1.10668,0.55852,1.16743,0.002641,0.002641,0.002641
225,12684.4,0.96018,0.55796,1.0693,0.92957,0.89207,0.93306,0.63799,1.10529,0.55879,1.16593,0.002608,0.002608,0.002608
226,12738.2,0.9639,0.56793,1.07331,0.92759,0.89249,0.93227,0.63756,1.10366,0.55783,1.1638,0.002575,0.002575,0.002575
227,12791.8,0.95949,0.5683,1.06566,0.92642,0.8942,0.93366,0.63811,1.10274,0.55742,1.16305,0.002542,0.002542,0.002542
228,12845.6,0.96319,0.56973,1.07107,0.9268,0.89481,0.93319,0.63952,1.10221,0.55745,1.16301,0.002509,0.002509,0.002509
229,12899.2,0.95405,0.55705,1.06316,0.92851,0.89288,0.93376,0.63954,1.10145,0.55721,1.16306,0.002476,0.002476,0.002476
230,12952.9,0.95764,0.56875,1.06657,0.92689,0.89309,0.93354,0.63908,1.10146,0.55687,1.16331,0.002443,0.002443,0.002443
231,13006.4,0.94404,0.55092,1.05787,0.9265,0.89343,0.93383,0.63977,1.10084,0.55653,1.16359,0.00241,0.00241,0.00241
232,13059.9,0.95296,0.55993,1.06437,0.92498,0.89292,0.93316,0.63966,1.1006,0.55602,1.16369,0.002377,0.002377,0.002377
233,13113.4,0.93888,0.5543,1.05673,0.92645,0.89144,0.93176,0.63981,1.09998,0.5556,1.16325,0.002344,0.002344,0.002344
234,13167.1,0.95085,0.55713,1.06163,0.92654,0.89107,0.93262,0.64119,1.0997,0.5554,1.16324,0.002311,0.002311,0.002311
235,13220.7,0.93152,0.55083,1.0524,0.92761,0.88946,0.93095,0.64055,1.09898,0.55559,1.16332,0.002278,0.002278,0.002278
236,13274.2,0.9472,0.55332,1.06316,0.92844,0.8901,0.93269,0.64112,1.09835,0.55614,1.16286,0.002245,0.002245,0.002245
237,13327.7,0.94922,0.5598,1.06769,0.93302,0.88679,0.93261,0.64026,1.09728,0.55569,1.16202,0.002212,0.002212,0.002212
238,13381.6,0.94218,0.55135,1.05919,0.9308,0.89088,0.93279,0.64104,1.09656,0.55457,1.16131,0.002179,0.002179,0.002179
239,13435.1,0.93981,0.54876,1.05571,0.93074,0.8917,0.93322,0.64149,1.09721,0.55515,1.16207,0.002146,0.002146,0.002146
240,13488.7,0.93844,0.54927,1.05874,0.93102,0.89052,0.93285,0.64112,1.09751,0.55457,1.16256,0.002113,0.002113,0.002113
241,13542.2,0.94418,0.55215,1.05851,0.93283,0.88887,0.93078,0.64095,1.09898,0.55388,1.16418,0.00208,0.00208,0.00208
242,13595.6,0.92904,0.5457,1.05657,0.92627,0.89189,0.93103,0.64138,1.0987,0.55445,1.16437,0.002047,0.002047,0.002047
243,13649.2,0.93644,0.54766,1.05962,0.92739,0.89189,0.93137,0.6416,1.09853,0.55382,1.16452,0.002014,0.002014,0.002014
244,13702.7,0.92323,0.54789,1.05324,0.92693,0.89232,0.93067,0.64198,1.09908,0.55331,1.16494,0.001981,0.001981,0.001981
245,13756.3,0.91156,0.52993,1.04028,0.92722,0.89228,0.93109,0.6413,1.09921,0.5531,1.16514,0.001948,0.001948,0.001948
246,13810,0.924,0.53894,1.05297,0.92651,0.89218,0.93156,0.64078,1.0992,0.55301,1.16522,0.001915,0.001915,0.001915
247,13863.6,0.93071,0.53748,1.04916,0.92764,0.89296,0.93238,0.64212,1.09902,0.55292,1.16578,0.001882,0.001882,0.001882
248,13917.2,0.91515,0.53839,1.04419,0.93096,0.89112,0.93138,0.64166,1.09955,0.55335,1.16617,0.001849,0.001849,0.001849
249,13970.9,0.91724,0.5299,1.05278,0.9291,0.89218,0.9318,0.64127,1.09945,0.55271,1.16642,0.001816,0.001816,0.001816
250,14024.5,0.92564,0.53859,1.05177,0.93223,0.88716,0.93171,0.64204,1.09977,0.55229,1.16688,0.001783,0.001783,0.001783
251,14078,0.91928,0.53711,1.04463,0.93479,0.89014,0.93414,0.64143,1.09937,0.55171,1.16653,0.00175,0.00175,0.00175
252,14131.5,0.90599,0.52231,1.03861,0.93479,0.89013,0.93414,0.6419,1.09909,0.55199,1.16645,0.001717,0.001717,0.001717
253,14185.1,0.90562,0.53015,1.0429,0.93674,0.88987,0.93576,0.64128,1.09948,0.55124,1.16705,0.001684,0.001684,0.001684
254,14238.6,0.91806,0.53338,1.05079,0.93832,0.88962,0.9339,0.64141,1.09967,0.55172,1.16741,0.001651,0.001651,0.001651
255,14292.1,0.91352,0.52529,1.04265,0.93802,0.88743,0.93215,0.64185,1.10009,0.55148,1.16789,0.001618,0.001618,0.001618
256,14345.7,0.91512,0.52168,1.04254,0.93641,0.88659,0.93199,0.64238,1.10076,0.55068,1.16806,0.001585,0.001585,0.001585
257,14399.2,0.89778,0.52131,1.0403,0.9334,0.8868,0.93172,0.64229,1.10097,0.55027,1.16823,0.001552,0.001552,0.001552
258,14452.6,0.89291,0.52039,1.02934,0.93473,0.88732,0.93202,0.6417,1.1013,0.55028,1.16866,0.001519,0.001519,0.001519
259,14506.4,0.89735,0.52237,1.0388,0.93653,0.88553,0.93181,0.6412,1.10145,0.55017,1.16892,0.001486,0.001486,0.001486
260,14560.4,0.90043,0.51855,1.0404,0.93295,0.88761,0.93194,0.64103,1.10097,0.55001,1.16805,0.001453,0.001453,0.001453
261,14614,0.8971,0.51753,1.03824,0.93317,0.88777,0.93233,0.64116,1.10053,0.54977,1.16788,0.00142,0.00142,0.00142
262,14667.7,0.88987,0.51009,1.03377,0.933,0.88842,0.9322,0.6403,1.10104,0.55007,1.16857,0.001387,0.001387,0.001387
263,14721.7,0.89997,0.52085,1.0451,0.93236,0.88842,0.93216,0.6403,1.10094,0.54985,1.16831,0.001354,0.001354,0.001354
264,14775.3,0.90671,0.52818,1.03764,0.93193,0.88842,0.93307,0.64041,1.10085,0.54937,1.16844,0.001321,0.001321,0.001321
265,14829.1,0.89719,0.52787,1.04118,0.93195,0.88842,0.93244,0.64049,1.10039,0.54917,1.16768,0.001288,0.001288,0.001288
266,14882.6,0.90395,0.52353,1.03917,0.92983,0.88853,0.93243,0.64047,1.10139,0.54869,1.16889,0.001255,0.001255,0.001255
267,14936.2,0.88028,0.51537,1.02704,0.93059,0.88874,0.93315,0.64079,1.10057,0.54898,1.16809,0.001222,0.001222,0.001222
268,14990.1,0.87422,0.50748,1.02591,0.92992,0.88842,0.93288,0.63983,1.10124,0.54836,1.16875,0.001189,0.001189,0.001189
269,15043.8,0.88641,0.51244,1.03273,0.92894,0.88848,0.93221,0.63978,1.10244,0.54835,1.16984,0.001156,0.001156,0.001156
270,15097.7,0.88601,0.51408,1.03486,0.93691,0.88362,0.93228,0.63924,1.10252,0.54842,1.17009,0.001123,0.001123,0.001123
271,15150.5,0.87416,0.50061,1.02426,0.93719,0.8831,0.93259,0.63909,1.10261,0.54737,1.17034,0.00109,0.00109,0.00109
272,15203,0.87059,0.50404,1.02432,0.93763,0.88299,0.93219,0.63931,1.10263,0.54748,1.17044,0.001057,0.001057,0.001057
273,15255.4,0.88499,0.50797,1.02896,0.93916,0.88277,0.93234,0.63889,1.10359,0.54687,1.17133,0.001024,0.001024,0.001024
274,15308.1,0.87464,0.50029,1.01996,0.93955,0.88274,0.93322,0.63945,1.10386,0.54682,1.17181,0.000991,0.000991,0.000991
275,15360.6,0.86437,0.50045,1.01884,0.94021,0.8829,0.93333,0.63962,1.104,0.54652,1.17203,0.000958,0.000958,0.000958
276,15414.7,0.88131,0.50976,1.03295,0.9368,0.8859,0.93318,0.63917,1.10427,0.547,1.17213,0.000925,0.000925,0.000925
277,15468.9,0.8655,0.49203,1.02094,0.93725,0.88414,0.93324,0.6395,1.10429,0.54708,1.1722,0.000892,0.000892,0.000892
278,15523.3,0.87023,0.49939,1.02364,0.93731,0.88414,0.9335,0.6397,1.10413,0.5472,1.17245,0.000859,0.000859,0.000859
279,15577.6,0.86137,0.48715,1.0182,0.93738,0.88354,0.93228,0.63929,1.10398,0.54684,1.17227,0.000826,0.000826,0.000826
280,15631.9,0.86603,0.49862,1.01858,0.93728,0.88414,0.93245,0.63899,1.10425,0.54699,1.17288,0.000793,0.000793,0.000793
281,15686.3,0.86488,0.49414,1.02122,0.93714,0.88458,0.93252,0.63895,1.10403,0.54679,1.17271,0.00076,0.00076,0.00076
282,15740.8,0.85343,0.49026,1.01507,0.93638,0.88414,0.93252,0.63915,1.10452,0.54655,1.17328,0.000727,0.000727,0.000727
283,15793.5,0.86132,0.49843,1.01574,0.93704,0.88491,0.9328,0.63973,1.1044,0.54666,1.17342,0.000694,0.000694,0.000694
284,15845.9,0.87163,0.49648,1.01864,0.93631,0.88393,0.93272,0.63965,1.10343,0.54692,1.1725,0.000661,0.000661,0.000661
285,15898.4,0.84748,0.48645,1.01435,0.93378,0.88576,0.93286,0.63993,1.10327,0.54683,1.17269,0.000628,0.000628,0.000628
286,15950.9,0.85592,0.48716,1.01833,0.9303,0.88607,0.93266,0.64001,1.10195,0.54703,1.1719,0.000595,0.000595,0.000595
287,16003.3,0.86172,0.49513,1.02284,0.93127,0.88576,0.93256,0.63965,1.10308,0.54687,1.17299,0.000562,0.000562,0.000562
288,16055.6,0.85299,0.49247,1.01704,0.93096,0.88588,0.93286,0.63915,1.1036,0.54687,1.17344,0.000529,0.000529,0.000529
289,16108.2,0.86283,0.4953,1.01926,0.93126,0.88576,0.93298,0.63905,1.10405,0.54699,1.17398,0.000496,0.000496,0.000496
290,16160.8,0.84099,0.48528,1.01071,0.93231,0.88576,0.93301,0.63879,1.10332,0.5471,1.17367,0.000463,0.000463,0.000463
291,16243.9,0.80505,0.42808,0.96652,0.93188,0.88495,0.93333,0.63959,1.10317,0.54759,1.17362,0.00043,0.00043,0.00043
292,16295.6,0.78403,0.4047,0.96289,0.93205,0.88495,0.93346,0.63943,1.10327,0.54793,1.17429,0.000397,0.000397,0.000397
293,16347.2,0.77378,0.39721,0.95437,0.93346,0.88576,0.93439,0.64026,1.10283,0.54831,1.17415,0.000364,0.000364,0.000364
294,16399,0.76637,0.39277,0.94939,0.93438,0.88633,0.93441,0.64094,1.10267,0.54816,1.17438,0.000331,0.000331,0.000331
295,16451.6,0.77726,0.39712,0.95255,0.93443,0.88611,0.93413,0.64082,1.10278,0.54779,1.17474,0.000298,0.000298,0.000298
296,16503.6,0.75653,0.38578,0.94042,0.93452,0.88717,0.93431,0.64109,1.1026,0.54746,1.17491,0.000265,0.000265,0.000265
297,16555.1,0.74818,0.3849,0.94168,0.93359,0.88738,0.93426,0.64089,1.10243,0.54747,1.17501,0.000232,0.000232,0.000232
298,16606.6,0.74366,0.38398,0.94164,0.93334,0.88793,0.93449,0.64104,1.10197,0.54745,1.17512,0.000199,0.000199,0.000199
299,16658.4,0.74945,0.38953,0.93688,0.93417,0.88871,0.93457,0.64103,1.10166,0.54686,1.1752,0.000166,0.000166,0.000166
300,16716.6,0.74642,0.38141,0.93662,0.93344,0.88854,0.93461,0.6416,1.10175,0.54631,1.17584,0.000133,0.000133,0.000133
