epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,6965.05,1.05365,0.64641,1.16604,0.93526,0.88643,0.93567,0.61625,1.16111,0.58619,1.28321,0.003862,0.003862,0.003862
188,7002.4,1.04238,0.64142,1.15685,0.92977,0.89329,0.93705,0.61501,1.16022,0.5857,1.28244,0.003829,0.003829,0.003829
189,7039.57,1.02448,0.63854,1.14784,0.93078,0.89458,0.93476,0.61452,1.16269,0.58726,1.2864,0.003796,0.003796,0.003796
190,7076.62,1.02908,0.63613,1.15215,0.93165,0.89329,0.93476,0.61377,1.16003,0.58579,1.28467,0.003763,0.003763,0.003763
191,7113.61,1.02919,0.63479,1.1512,0.92461,0.89472,0.93375,0.61434,1.15809,0.58755,1.28396,0.00373,0.00373,0.00373
192,7150.62,1.02149,0.62909,1.14056,0.93039,0.88981,0.93374,0.61382,1.15815,0.58791,1.28324,0.003697,0.003697,0.003697
193,7187.67,1.02023,0.62745,1.14746,0.92922,0.88914,0.93352,0.61297,1.15695,0.5862,1.28326,0.003664,0.003664,0.003664
194,7224.95,1.02561,0.62866,1.14385,0.92444,0.88868,0.93316,0.61393,1.15591,0.5882,1.28117,0.003631,0.003631,0.003631
195,7262.11,1.01738,0.62385,1.13984,0.92547,0.88975,0.93321,0.61397,1.15441,0.58604,1.28057,0.003598,0.003598,0.003598
196,7299.21,1.02678,0.63507,1.15082,0.9238,0.89318,0.93347,0.61395,1.15255,0.58689,1.2794,0.003565,0.003565,0.003565
197,7336.29,1.02123,0.63297,1.14963,0.91957,0.89627,0.93337,0.61514,1.15278,0.58746,1.27956,0.003532,0.003532,0.003532
198,7373.65,1.01023,0.6148,1.14051,0.92503,0.8927,0.93382,0.61455,1.15276,0.58734,1.27886,0.003499,0.003499,0.003499
199,7410.73,1.00974,0.62775,1.14313,0.9327,0.89241,0.93561,0.61503,1.15276,0.58593,1.27939,0.003466,0.003466,0.003466
200,7447.85,1.0177,0.6183,1.14284,0.93423,0.89033,0.93589,0.61518,1.15284,0.58412,1.27992,0.003433,0.003433,0.003433
201,7484.98,1.00542,0.61987,1.1426,0.92916,0.89084,0.93432,0.61492,1.15151,0.58337,1.27828,0.0034,0.0034,0.0034
202,7521.96,1.01547,0.62859,1.1421,0.92289,0.89483,0.9344,0.61608,1.15073,0.58365,1.27706,0.003367,0.003367,0.003367
203,7559.01,1.01105,0.62233,1.13477,0.92898,0.89217,0.93483,0.61567,1.15156,0.58463,1.27827,0.003334,0.003334,0.003334
204,7596.32,1.00125,0.61921,1.13447,0.92656,0.89087,0.93275,0.61482,1.1489,0.58525,1.27547,0.003301,0.003301,0.003301
205,7633.38,1.0124,0.61056,1.13265,0.92697,0.89332,0.9343,0.61406,1.15041,0.5832,1.27734,0.003268,0.003268,0.003268
206,7670.39,1.01052,0.6119,1.13964,0.92765,0.89691,0.9355,0.61345,1.15173,0.58308,1.27915,0.003235,0.003235,0.003235
207,7707.58,1.00238,0.61815,1.13395,0.92692,0.89691,0.9351,0.61323,1.1531,0.58199,1.2807,0.003202,0.003202,0.003202
208,7744.74,0.99241,0.60331,1.13084,0.92554,0.89764,0.93368,0.61353,1.15383,0.58292,1.28223,0.003169,0.003169,0.003169
209,7781.84,0.99689,0.60773,1.12537,0.92526,0.90145,0.93561,0.61421,1.15425,0.58271,1.28337,0.003136,0.003136,0.003136
210,7819.01,0.99571,0.60327,1.12437,0.92818,0.89688,0.93581,0.61466,1.15409,0.58277,1.283,0.003103,0.003103,0.003103
211,7856.11,0.98927,0.59385,1.12117,0.92024,0.90088,0.9347,0.61517,1.15411,0.58182,1.28256,0.00307,0.00307,0.00307
212,7893.37,0.98551,0.6018,1.12657,0.92065,0.902,0.93685,0.61595,1.15477,0.58218,1.28329,0.003037,0.003037,0.003037
213,7930.77,0.9899,0.60253,1.12117,0.92019,0.90478,0.93495,0.61654,1.15529,0.58301,1.28463,0.003004,0.003004,0.003004
214,7967.9,0.9882,0.60516,1.12535,0.92346,0.89619,0.93533,0.61715,1.15756,0.58356,1.28676,0.002971,0.002971,0.002971
215,8005.09,0.99578,0.59741,1.12497,0.92435,0.89604,0.93424,0.6167,1.15739,0.58388,1.28614,0.002938,0.002938,0.002938
216,8043.06,0.98314,0.60766,1.12109,0.92442,0.89392,0.93149,0.6184,1.1556,0.58317,1.28496,0.002905,0.002905,0.002905
217,8079.89,0.96633,0.59654,1.11286,0.92466,0.89462,0.93181,0.61814,1.15577,0.58262,1.28508,0.002872,0.002872,0.002872
218,8117.97,0.98832,0.60081,1.12976,0.92626,0.89286,0.93122,0.61835,1.15569,0.58192,1.28412,0.002839,0.002839,0.002839
219,8155.74,0.98517,0.60015,1.12184,0.92315,0.90212,0.93318,0.61937,1.15564,0.58113,1.28378,0.002806,0.002806,0.002806
220,8198.31,0.97938,0.59047,1.11038,0.92792,0.89942,0.93344,0.61844,1.15623,0.57975,1.28465,0.002773,0.002773,0.002773
221,8237.23,0.9764,0.59027,1.11964,0.92916,0.90128,0.93213,0.61785,1.15562,0.57994,1.28431,0.00274,0.00274,0.00274
222,8274,0.98013,0.59238,1.121,0.93222,0.89687,0.93138,0.61849,1.1545,0.58002,1.28338,0.002707,0.002707,0.002707
223,8310.06,0.98169,0.60084,1.11266,0.93494,0.89629,0.93134,0.61818,1.1519,0.58078,1.28043,0.002674,0.002674,0.002674
224,8345.63,0.96667,0.58714,1.11124,0.93456,0.89448,0.93281,0.61789,1.15157,0.58088,1.2811,0.002641,0.002641,0.002641
225,8385.65,0.97226,0.5767,1.11073,0.93384,0.89708,0.93359,0.61817,1.15003,0.58041,1.2802,0.002608,0.002608,0.002608
226,8432.59,0.97743,0.58385,1.11871,0.93669,0.89495,0.93443,0.6185,1.15031,0.57939,1.2813,0.002575,0.002575,0.002575
227,8477.99,0.96711,0.5823,1.10695,0.93615,0.89561,0.93402,0.61762,1.14801,0.57857,1.27931,0.002542,0.002542,0.002542
228,8525.21,0.96944,0.58434,1.11748,0.93337,0.89525,0.93401,0.61888,1.14721,0.57768,1.27994,0.002509,0.002509,0.002509
229,8564.76,0.97145,0.57619,1.11105,0.93398,0.89418,0.93315,0.61901,1.14693,0.57729,1.2805,0.002476,0.002476,0.002476
230,8604.82,0.96739,0.58517,1.11022,0.93041,0.89872,0.9342,0.61881,1.14658,0.57676,1.27994,0.002443,0.002443,0.002443
231,8644.51,0.95681,0.57371,1.10009,0.92794,0.89965,0.93461,0.61954,1.14675,0.57685,1.2801,0.00241,0.00241,0.00241
232,8683.64,0.96295,0.5755,1.10728,0.9341,0.89523,0.93339,0.61884,1.14736,0.57666,1.28075,0.002377,0.002377,0.002377
233,8722.14,0.95198,0.57381,1.10002,0.93804,0.8933,0.93489,0.6195,1.14747,0.57682,1.28055,0.002344,0.002344,0.002344
234,8761.81,0.95552,0.57784,1.10603,0.93703,0.89344,0.93505,0.61855,1.14924,0.57497,1.28234,0.002311,0.002311,0.002311
235,8801.53,0.9432,0.56732,1.09735,0.93845,0.8948,0.93507,0.61873,1.14816,0.5754,1.28136,0.002278,0.002278,0.002278
236,8840.15,0.9595,0.57371,1.10399,0.9374,0.89296,0.93441,0.61843,1.14835,0.5746,1.28177,0.002245,0.002245,0.002245
237,8879.18,0.95461,0.57768,1.10699,0.93717,0.89206,0.93354,0.61845,1.14894,0.57292,1.28219,0.002212,0.002212,0.002212
238,8917.54,0.95599,0.56841,1.10603,0.93873,0.89062,0.93281,0.61818,1.14884,0.57303,1.28274,0.002179,0.002179,0.002179
239,8956.34,0.95508,0.56826,1.1013,0.93757,0.8911,0.93273,0.61896,1.14929,0.57235,1.28353,0.002146,0.002146,0.002146
240,8995.15,0.9539,0.5714,1.10336,0.93946,0.88941,0.93256,0.619,1.14843,0.57248,1.28292,0.002113,0.002113,0.002113
241,9033.63,0.95568,0.5744,1.10046,0.93687,0.89062,0.93302,0.61915,1.14665,0.57178,1.28131,0.00208,0.00208,0.00208
242,9072.18,0.94875,0.56592,1.10239,0.93791,0.88916,0.93331,0.61896,1.14735,0.57209,1.2823,0.002047,0.002047,0.002047
243,9112.69,0.95059,0.57383,1.10251,0.93842,0.88907,0.93344,0.61952,1.14685,0.5711,1.28172,0.002014,0.002014,0.002014
244,9151.28,0.93957,0.57256,1.09582,0.93887,0.88971,0.93351,0.61937,1.14865,0.5705,1.28364,0.001981,0.001981,0.001981
245,9189.97,0.92609,0.5532,1.08537,0.93814,0.88912,0.93333,0.61978,1.1472,0.57055,1.28263,0.001948,0.001948,0.001948
246,9228.73,0.93599,0.56116,1.09547,0.93981,0.8876,0.93348,0.62036,1.14832,0.56948,1.28441,0.001915,0.001915,0.001915
247,9267.63,0.94718,0.55694,1.08787,0.93902,0.88756,0.93352,0.62014,1.14731,0.56961,1.28385,0.001882,0.001882,0.001882
248,9305.99,0.93854,0.55779,1.08815,0.9386,0.88832,0.93336,0.62111,1.14742,0.56933,1.28425,0.001849,0.001849,0.001849
249,9344.93,0.93114,0.55264,1.09161,0.93843,0.88682,0.93316,0.62103,1.14643,0.56895,1.28363,0.001816,0.001816,0.001816
250,9384.87,0.94212,0.56126,1.09517,0.93567,0.88907,0.9331,0.62116,1.14647,0.56878,1.28352,0.001783,0.001783,0.001783
251,9424.47,0.94298,0.56447,1.09569,0.93501,0.88968,0.93356,0.62032,1.14498,0.56786,1.28251,0.00175,0.00175,0.00175
252,9464.88,0.91724,0.54525,1.0785,0.93879,0.88854,0.93229,0.62042,1.1456,0.56659,1.28353,0.001717,0.001717,0.001717
253,9505.1,0.92621,0.54728,1.08979,0.9341,0.89105,0.93233,0.61979,1.14565,0.56718,1.2835,0.001684,0.001684,0.001684
254,9545.07,0.93578,0.55727,1.09373,0.93989,0.88761,0.93246,0.62055,1.14481,0.56655,1.283,0.001651,0.001651,0.001651
255,9584.45,0.92371,0.5417,1.08095,0.9412,0.88723,0.93199,0.6201,1.14468,0.56638,1.28303,0.001618,0.001618,0.001618
256,9623,0.93102,0.54317,1.08606,0.94041,0.8884,0.93237,0.62069,1.14364,0.56596,1.28191,0.001585,0.001585,0.001585
257,9662.03,0.90728,0.54129,1.07744,0.94025,0.8888,0.93218,0.62064,1.14341,0.5658,1.2818,0.001552,0.001552,0.001552
258,9700.68,0.91264,0.54074,1.07761,0.94029,0.88851,0.93216,0.62091,1.14336,0.56534,1.28134,0.001519,0.001519,0.001519
259,9739.42,0.91524,0.54213,1.08157,0.93994,0.88969,0.93223,0.6212,1.14352,0.56486,1.28131,0.001486,0.001486,0.001486
260,9777.88,0.91584,0.53918,1.0845,0.94082,0.88859,0.93213,0.62086,1.14264,0.56532,1.28066,0.001453,0.001453,0.001453
261,9817.18,0.91305,0.53989,1.08466,0.94323,0.88788,0.93247,0.6212,1.14117,0.56575,1.2795,0.00142,0.00142,0.00142
262,9856.31,0.9094,0.53603,1.07841,0.94176,0.89008,0.93256,0.6206,1.14126,0.56582,1.27979,0.001387,0.001387,0.001387
263,9894.91,0.9149,0.54263,1.0834,0.93631,0.89465,0.93268,0.62097,1.14162,0.56556,1.28035,0.001354,0.001354,0.001354
264,9934.05,0.92283,0.55174,1.08509,0.94087,0.88815,0.93323,0.62097,1.142,0.56546,1.28067,0.001321,0.001321,0.001321
265,9972.8,0.91508,0.544,1.08521,0.9414,0.88907,0.93227,0.6211,1.14203,0.56496,1.28073,0.001288,0.001288,0.001288
266,10012.3,0.91969,0.54409,1.08437,0.93666,0.89112,0.93207,0.62104,1.14178,0.56506,1.28074,0.001255,0.001255,0.001255
267,10056,0.899,0.53434,1.06884,0.93974,0.88929,0.93246,0.62076,1.14221,0.56519,1.28142,0.001222,0.001222,0.001222
268,10100.1,0.89079,0.52628,1.0667,0.94163,0.88828,0.93172,0.62139,1.14236,0.56538,1.28201,0.001189,0.001189,0.001189
269,10144.6,0.9085,0.53506,1.07693,0.93977,0.88989,0.93233,0.62195,1.14202,0.56496,1.28205,0.001156,0.001156,0.001156
270,10188.7,0.89549,0.5315,1.07048,0.93941,0.89091,0.93204,0.62184,1.14187,0.56485,1.28214,0.001123,0.001123,0.001123
271,10232.4,0.90227,0.52279,1.06887,0.94096,0.88985,0.93096,0.6217,1.1416,0.56525,1.28215,0.00109,0.00109,0.00109
272,10275.4,0.89319,0.52971,1.0673,0.94056,0.88998,0.93102,0.62185,1.1416,0.56533,1.28251,0.001057,0.001057,0.001057
273,10314.8,0.89746,0.52926,1.06925,0.9387,0.88802,0.93029,0.62135,1.14091,0.56582,1.28182,0.001024,0.001024,0.001024
274,10354.4,0.89264,0.52199,1.06052,0.93868,0.88766,0.92988,0.62146,1.14101,0.56586,1.28231,0.000991,0.000991,0.000991
275,10393.7,0.88699,0.52452,1.0624,0.93868,0.88773,0.93018,0.62071,1.14122,0.56664,1.28266,0.000958,0.000958,0.000958
276,10434.5,0.90097,0.537,1.07619,0.93967,0.88692,0.93027,0.62102,1.14145,0.56647,1.28314,0.000925,0.000925,0.000925
277,10474.4,0.88529,0.5141,1.0602,0.94059,0.88773,0.93093,0.62078,1.14175,0.56626,1.28423,0.000892,0.000892,0.000892
278,10513.6,0.88993,0.52198,1.0697,0.94153,0.88883,0.93219,0.6207,1.14141,0.56615,1.28434,0.000859,0.000859,0.000859
279,10553.8,0.8833,0.51772,1.05967,0.94217,0.8903,0.93301,0.62097,1.1415,0.56587,1.28482,0.000826,0.000826,0.000826
280,10593.1,0.89496,0.52838,1.06844,0.94221,0.88935,0.93239,0.62087,1.14133,0.56625,1.28506,0.000793,0.000793,0.000793
281,10632.8,0.88677,0.52593,1.06462,0.94062,0.89154,0.93231,0.62043,1.14134,0.56621,1.28515,0.00076,0.00076,0.00076
282,10673.1,0.87222,0.51453,1.05862,0.94059,0.89076,0.93264,0.62034,1.1415,0.56635,1.28565,0.000727,0.000727,0.000727
283,10712.2,0.88011,0.52482,1.06087,0.94162,0.89365,0.93364,0.62033,1.14105,0.56617,1.28581,0.000694,0.000694,0.000694
284,10750.7,0.88395,0.52568,1.06201,0.94262,0.89398,0.93433,0.62002,1.14112,0.56647,1.28607,0.000661,0.000661,0.000661
285,10789.2,0.87316,0.51341,1.05783,0.94181,0.8941,0.93422,0.61949,1.14008,0.56657,1.2851,0.000628,0.000628,0.000628
286,10827.8,0.87961,0.5186,1.0648,0.94182,0.89428,0.93421,0.61989,1.14009,0.56646,1.28535,0.000595,0.000595,0.000595
287,10866.3,0.88708,0.5242,1.06886,0.94488,0.89253,0.93394,0.61977,1.14101,0.56675,1.28685,0.000562,0.000562,0.000562
288,10908,0.88338,0.51716,1.06465,0.9448,0.89253,0.93386,0.61973,1.14048,0.56615,1.28654,0.000529,0.000529,0.000529
289,10952.2,0.87827,0.5181,1.06533,0.94411,0.89217,0.93381,0.61992,1.14103,0.56634,1.28744,0.000496,0.000496,0.000496
290,10996.2,0.86624,0.51111,1.0524,0.94347,0.89357,0.93375,0.61996,1.14099,0.56642,1.28772,0.000463,0.000463,0.000463
291,11069.7,0.82826,0.45148,1.01543,0.94493,0.89229,0.93371,0.61946,1.14014,0.56668,1.28731,0.00043,0.00043,0.00043
292,11108.2,0.80272,0.42857,1.00421,0.94452,0.89201,0.93353,0.6198,1.13946,0.56649,1.28683,0.000397,0.000397,0.000397
293,11146.9,0.78579,0.41724,0.99494,0.94471,0.89201,0.93328,0.61988,1.13931,0.56637,1.28718,0.000364,0.000364,0.000364
294,11186.5,0.77508,0.40895,0.99131,0.94398,0.89201,0.9335,0.61985,1.13921,0.56678,1.2874,0.000331,0.000331,0.000331
295,11225.8,0.792,0.42132,0.99719,0.94351,0.89243,0.93331,0.61966,1.13915,0.56716,1.28774,0.000298,0.000298,0.000298
296,11265.7,0.77332,0.40499,0.98203,0.94234,0.89074,0.93283,0.61978,1.13956,0.56738,1.28827,0.000265,0.000265,0.000265
297,11305.7,0.7709,0.40252,0.98766,0.94295,0.89016,0.93264,0.61984,1.13977,0.56739,1.28876,0.000232,0.000232,0.000232
298,11345.4,0.76246,0.40026,0.98317,0.94209,0.89013,0.9327,0.6189,1.14118,0.56655,1.29025,0.000199,0.000199,0.000199
299,11385.7,0.77627,0.40776,0.98406,0.94276,0.89028,0.93293,0.61917,1.14102,0.56652,1.29056,0.000166,0.000166,0.000166
300,11425.1,0.77055,0.40213,0.98133,0.94261,0.89107,0.93298,0.6189,1.14136,0.56664,1.29122,0.000133,0.000133,0.000133
